Reference	Localized Group	Message	Selections	
figs-exclusive_3_12__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	બોલીએ છીએ,-1	
figs-exclusive_3_1__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમારા-1 અમને-1 અગત્ય છે,શું અમને છે?-1	
figs-exclusive_3_2__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમારો પત્ર-1 અમારા હ્રદય-1	
figs-exclusive_3_3__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમે-1	
figs-exclusive_3_4__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમને-1 છે-1	
figs-exclusive_3_5__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	આપણે આપણા-1 આપણા-2 અમારી-1	
figs-exclusive_3_6__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમને-1 સેવકો {જેવા}-1	
figs-exclusive_4_6__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	આપણા હદય-1	
figs-exclusive_5_10__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	આપણ સર્વને-1	
figs-exclusive_5_1__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	મે જાણીએ છીએ-1 અમારું-1 અમારું-2 છે-1	
figs-exclusive_6_1__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમે-1 વિનંતી કરીએ છીએ-1	
figs-exclusive_7_1__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	પોતે શુદ્ધ થઈએ-1	
figs-exclusive_7_2__1	Exclusive and Inclusive ‘We’	unable to migrate selection, no match found for check in new resources	અમારો અંગીકાર કરો! અમે કોઈનો અન્યાય કર્યો નથી; અમે કોઈનું ખોટું કર્યું નથી; અમે કોઈને છેતર્યો નથી.-1	
figs-exmetaphor_10_3__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અમે-2 યુદ્ધ કરતા નથી.-1	
figs-exmetaphor_10_4__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અમારી લડાઈનાં હથીયાર સાંસારિક {નથી}, પણ ઈશ્વરની સહાયથી કિલ્લાઓને તથા વ્યૂહરચનાઓને તોડી પાડવાને તેઓ સામાર્થ્ય {છે}.-1	
figs-exmetaphor_10_5__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અમે વિતંડાવાદોને તથા ઈશ્વરના જ્ઞાનની વિરુદ્ધ જે કઈ માથું ઊંચકે છે, તેને તોડી પાડીએ છીએ અને દરેક વિચારને વશ કરીને ખ્રિસ્તની આધિનતામાં લાવીએ છીએ;-1	
figs-exmetaphor_10_6__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અને જ્યારે તમારું આજ્ઞાપાલન સંપૂર્ણ થશે, ત્યારે સર્વ આજ્ઞાભંગનો બદલો વાળવાને અમે તૈયાર છીએ.-1	
figs-exmetaphor_2_14__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અમારી મારફતે પોતાના જ્ઞાનનો સુવાસ દરેક સ્થળે ફેલાવે છે તેની આભારસ્તુતિ {થાઓ}.-1	
figs-exmetaphor_2_15__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અમે ઈશ્વરની આગળ ખ્રિસ્તના સુગંધ રૂપ છીએ-1	
figs-exmetaphor_2_16__-1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	વાસરૂપ-1 વાસરૂપ-2	
figs-exmetaphor_5_1__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	જો અમારું પૃથ્વી પરનું માંડવારૂપી ઘર નષ્ટ થાય તો, સ્વર્ગમાં ઈશ્વરે રચેલું, હાથે બાંધેલું નહિ, એવું અમારું અનંતકાલિક ઘર છે.-1	
figs-exmetaphor_5_2__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	અમારું {જે} સ્વર્ગીય ઘર છે, તેનાથી વેષ્ટિત થવાની અભિલાષા રાખીને અમે આ {માંડવામાં} રહેતા ખરેખર નિશાશા નાખીએ છીએ,-1	
figs-exmetaphor_5_3__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	એ પ્રમાણે વેષ્ટિત થઈને, અમે નિવસ્ત્ર ન દેખાઈએ.-1	
figs-exmetaphor_5_4__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	આ માંડવામાં રહેતા,-1 અમે તેને ઉતારવાને ચાહિયે છીએ એમ તો નહિ, પણ વેષ્ટિત થવાને ચાહિયે છીએ.-1	
figs-exmetaphor_5_6__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	શરીરમાં વાસો કરીએ ત્યાં સુધી, અમે પ્રભુથી વિયોગી છીએ--1	
figs-exmetaphor_5_8__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	શરીરથી વિયોગી થવું તથા પ્રભુની પાસે વાસો કરવો-1	
figs-exmetaphor_5_9__1	Biblical Imagery — Extended Metaphors	unable to migrate selection, no match found for check in new resources	ઘરમાં હોઈએ કે બહાર હોઈએ-1	
figs-explicit_10_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	શારીરિક રીતે-1	
figs-explicit_10_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કામથી-1	
figs-explicit_10_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	માંહોમાંહે એક બીજાથી માપીને તથા પોતાને એક બીજાની સાથે સરખાવની-1	
figs-explicit_10_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બુદ્ધિ વગરનાં છે-1	
figs-explicit_10_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હદ ઉપરાંત-1	
figs-explicit_10_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે તમારા સુધી પણ પહોચે છે-1	
figs-explicit_10_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જાણેકે અમે તમારા સુધી પહોંચ્યા ન હોઈએ-1	
figs-explicit_10_14__2	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	એમ અમે પોતાને હદ બહાર લંબાવતા નથી-1	
figs-explicit_10_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હદની બહાર-1	
figs-explicit_10_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વધીશું-1	
figs-explicit_10_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પોતાની હદ-1	
figs-explicit_10_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમારા પેલી ગમના {પ્રાંતોમાં-1	
figs-explicit_10_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બીજાની હદમાં-1	
figs-explicit_10_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આત્મવિશ્વાસ-1	
figs-explicit_10_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમુક લોકો સામે-1	
figs-explicit_10_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વરની-1 સામાર્થ્ય {છે-1	
figs-explicit_10_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	દરેક વિચાર-1	
figs-explicit_10_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમારું આજ્ઞાપાલન-1	
figs-explicit_10_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમારું આજ્ઞાપાલન સંપૂર્ણ થશે-1	
figs-explicit_10_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કઈક અધિક-1	
figs-explicit_10_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પત્રો દ્વારા-1	
figs-explicit_11_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બડાઈ-1	
figs-explicit_11_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અખાયાના કોઈ પણ પ્રાંતમાં-1	
figs-explicit_11_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	શા માટે?-1	
figs-explicit_11_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વર જાણે છે{હું રાખું છું}!-1	
figs-explicit_11_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પણ જેઓ લાગ શોધે છે તેઓને લાગ ન મળે તે માટે-1 જે બાબતમાં તેઓ અભિમાન કરે છે તે બાબતમાં તેઓ અમારા જેવાં જ {જણાય}.-1	
figs-explicit_11_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે બાબતમાં તેઓ અભિમાન કરે છે-1	
figs-explicit_11_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રેરિતોનો વેશ ધરનારા {છે}.-1	
figs-explicit_11_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{પોતે} પ્રકાશના દુતનો વેશ લે છે.-1	
figs-explicit_11_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ન્યાયીપણાનાં સેવકોનો વેશ લે-1	
figs-explicit_11_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ફરીથી-1	
figs-explicit_11_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તો તમારે મુર્ખ તરીકે મારો અંગીકાર કરવો. જેથી હું પણ થોડું એક અભિમાન કરું.-1	
figs-explicit_11_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે હું કહું છું-1	
figs-explicit_11_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આ સ્થિતિમાં-1	
figs-explicit_11_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	થોડાઘણા મુર્ખપણાનું-1	
figs-explicit_11_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પણ તમે સહન તો કરો છો!-1	
figs-explicit_11_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{પોતાને} મોટો મનાવે-1	
figs-explicit_11_21__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે કોઈ પણ {બાબતમાં} કોઈ હિંમતવાન છે-1 હું પણ હિંમતવાન છું-1	
figs-explicit_11_23__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હદબહાર ફટકા ખાધા છે-1	
figs-explicit_11_23__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વારંવાર મરણના {પંજામાં} આવ્યો છું-1	
figs-explicit_11_24__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	૪૦ {ફટકા} ખાધા.-1	
figs-explicit_11_25__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	રાત દહાડો-1	
figs-explicit_11_25__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઊંડાણમાં-1	
figs-explicit_11_26__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઘણી મુસાફરીઓ કરી-1 વિધ્નોમાં-1	
figs-explicit_11_26__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સ્વદેશીઓ તરફનાં-1	
figs-explicit_11_27__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વસ્ત્રની અછત-1	
figs-explicit_11_28__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અન્ય બાબતો ઉપરાંત-1	
figs-explicit_11_29__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કોને અશક્ત જોઇને, હું અશક્ત નથી થતો?-1	
figs-explicit_11_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વરીય ઈર્ષાથી-1	
figs-explicit_11_31__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જાણે છે-1	
figs-explicit_11_31__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હું જુઠું કહેતો નથી!-1	
figs-explicit_11_32__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	રિતાસ રાજાના-1	
figs-explicit_11_32__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	દમસ્કીઓના શહેર-1	
figs-explicit_11_33__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મને ટોપલીમાં બેસાડી ને બારીમાં થઈને કોટ પરથી ઉતારી મુકવામાં આવ્યો-1	
figs-explicit_11_3__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જેમ સર્પે પોતાના કપટથી હવાને ભુલાવી-1	
figs-explicit_11_3__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં {જે}-1	
figs-explicit_11_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જે કોઈ આવીને-1	
figs-explicit_11_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બીજો આત્મા-1	
figs-explicit_11_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે} સહન કરવામાં તમને શાબાશી ઘટે છે.-1	
figs-explicit_11_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બોલવામાં-1	
figs-explicit_11_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જ્ઞાનમાં-1	
figs-explicit_11_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	દરેક બાબતમાં-1 બધું-1	
figs-explicit_11_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બધું સ્પષ્ટ કર્યું છે.-1	
figs-explicit_11_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મારી જાતને નમ્ર બનાવીને-1	
figs-explicit_11_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{તમારી} સેવા બજાવવા સારુ-1 તેઓની પાસેથી નાણાં લીધા.-1	
figs-explicit_11_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તંગી પડ્યા છતાં-1	
figs-explicit_12_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હું આનંદ માનું છું-1	
figs-explicit_12_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હું અભિમાન કરીને મૂર્ખ બન્યો છું-1	
figs-explicit_12_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમે મને ફરજ પાડી-1	
figs-explicit_12_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઉતરતો નથી.-1	
figs-explicit_12_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ચિહ્નો, અદભુત કૃત્યો તથા પરાક્રમી કામો વડે-1 ધીરજથી-1	
figs-explicit_12_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	બાકીની મંડળીઓ-1	
figs-explicit_12_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમારું દ્રવ્ય-1 પણ તમને-1	
figs-explicit_12_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	વધારે પ્રેમ-1 ઓછો-1	
figs-explicit_12_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પણ એવું રહેવા દો, મેં પોતે તમારા પર બોજ નથી નાખ્યો, પણ-1	
figs-explicit_12_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મેં તિતસને વિનંતી કરી અને {તેની સાથે} {એક} ભાઈને {મોકલ્યો}.-1	
figs-explicit_12_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે {ચાલ્યા} નથી?-1	
figs-explicit_12_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	એક જ આત્માને-1	
figs-explicit_12_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આ બધો વખત-1	
figs-explicit_12_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વરની સમક્ષ-1	
figs-explicit_12_19__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે સર્વ-1	
figs-explicit_12_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	હું ઈચ્છા રાખુ છું તેવા-1 જોવાની ઈચ્છા રાખો છો તેવો-1	
figs-explicit_12_20__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	રખેને ટટા-1	
figs-explicit_12_21__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વર મને તમારી આગળ નીચું જોવડાવે, અને-1	
figs-explicit_12_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે શરીરમાં હતો, તે હું જાણતો નથી, કે શરીર બહાર હતો, તે પણ હું જાણતો નથી-1	
figs-explicit_12_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ત્રીજા આકાશમાં-1	
figs-explicit_12_3__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે શરીરમાં હતો કે, શરીર બહાર હતો, તે હું જાણતો નથી, ઈશ્વર જાણે છે-1	
figs-explicit_12_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કોઈ પણ માણસ મને-1 મને કોઈ રીતે મોટો-1 ધારે-1	
figs-explicit_12_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ને {જેવો} જુએ અથવા મારું સાંભળે-1	
figs-explicit_12_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	શેતાનના સંદેશવાહક-1	
figs-explicit_12_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે-1 દૂર જાય-1	
figs-explicit_12_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મારી નિર્બળતા-1	
figs-explicit_13_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	એક જ વિચારો-1	
figs-explicit_13_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	સંતો-1	
figs-explicit_13_2__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કોઈ પર} દયા રાખીશ નહિ-1	
figs-explicit_13_3__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પણ તમારા પ્રત્યે સમર્થ છે.-1	
figs-explicit_13_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમને-1	
figs-explicit_1_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અને તે કરશે,-1	
figs-explicit_1_15__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રથમ-1	
figs-explicit_1_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કર્રિથમાંની ઈશ્વરની મંડળી-1 પાઉલ-1	
figs-explicit_1_21__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અભિષિક્ત કર્યા છે-1	
figs-explicit_1_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અને તમારે વાસ્તે અમારી આશા દૃઢ {છે}-1	
figs-explicit_2_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જેને તમે કઈ પણ માફ કરો છો, તેને હું પણ {માફ} કરું છું-1	
figs-explicit_2_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જો-1 તો જે માફ કર્યું છે તે}-1	
figs-explicit_2_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તની સમક્ષ-1	
figs-explicit_2_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રભુ-1	
figs-explicit_2_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મારા આત્માને કઈ પણ ચેન ના હતું-1	
figs-explicit_2_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કેમ કે મારો ભાઈ તિતસ મને મળ્યો નહોતો-1	
figs-explicit_2_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તેઓની વિદાય લઈને-1	
figs-explicit_2_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મોતના મૃત્યુકારક-1 જીવનના જીવન દાયક-1	
figs-explicit_2_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વરની સમક્ષ-1	
figs-explicit_2_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે-2 બોલીએ છીએ.-1	
figs-explicit_2_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ખ્રિસ્તમાં-1	
figs-explicit_2_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પોતે-1	
figs-explicit_2_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ફરી-1	
figs-explicit_2_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ખેદ પમાડવા-1	
figs-explicit_2_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મેં-1 લખ્યું-1	
figs-explicit_2_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તેણે માત્ર મને જ ખેદ પમાડ્યો {નથી}-1	
figs-explicit_2_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કેટલેક દરજ્જે-1	
figs-explicit_2_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે બસ છે-1	
figs-explicit_2_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મારું લખવાનું પ્રયોજન પણ-1	
figs-explicit_2_9__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તમારી પરીક્ષા કરું.-1	
figs-explicit_3_10__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{જે} ગૌરવ વાળું હતું-1 અદભુત ગૌરવ છે-1	
figs-explicit_3_11__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{જે} વિલીન થવાનું હતું-1 {જે} કાયમ રહેનાર છે-1	
figs-explicit_3_12__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે-1 બોલીએ છીએ-1	
figs-explicit_3_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અને મુસાની પેઠે નહી-1	
figs-explicit_3_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કે {જેણે} ઇસ્રાએલ પુત્રો વિલીન થનાર મહિમાનો અંત નિહાળે નહિ માટે પોતાના મુખ પર મુખ પટ નાખ્યો.-1	
figs-explicit_3_13__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અંત-1	
figs-explicit_3_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મુખ પટ-1	
figs-explicit_3_14__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	દૂર કરવામાં આવે છે-1	
figs-explicit_3_16__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રભુ-1	
figs-explicit_3_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રભુ-1 પ્રભુનો-1	
figs-explicit_3_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આત્મા-1 પ્રભુનો આત્મા-1	
figs-explicit_3_17__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	{ત્યાં} સ્વતંત્રતા છે.-1	
figs-explicit_3_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	નિહાળીને-1	
figs-explicit_3_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	પ્રભુનું-1	
figs-explicit_3_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	તે જ રૂપમાં-1	
figs-explicit_3_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અધિકાધિક ગૌરવ-1	
figs-explicit_3_18__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આત્મા-1	
figs-explicit_3_1__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ફરીથી-1	
figs-explicit_3_3__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અમે સેવા કરી છે-1	
figs-explicit_3_3__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	જીવતા ઈશ્વરના-1	
figs-explicit_3_4__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	ઈશ્વર પર-1	
figs-explicit_3_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આપણા-2 સમજવા માટે પુરતા છીએ.-1 મારી પર્યાપ્તતા-1	
figs-explicit_3_5__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કંઈ પણ-1	
figs-explicit_3_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અક્ષરનાં-1 નહિ પણ આત્માનાં-1	
figs-explicit_3_6__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આત્માનાં-1 પણ આત્મા-2	
figs-explicit_3_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	અક્ષરો પથ્થરો પર કોતરેલા હતા-1	
figs-explicit_3_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	કે ઇસ્રાએલ પુત્રો મુસાનાં મુખ પરનું ગૌરવ જે ટળી જનારું હતું તે ગૌરવ ને લીધે તેના મુખ પર ધારીને જોઈ શક્યા નહિ,-1	
figs-explicit_3_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મુખ પરનું ગૌરવ જે ટળી જનારું હતું-1 તેના-1	
figs-explicit_3_7__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	મુખ પરનું ગૌરવ જે ટળી જનારું હતું-1 તેના-1	
figs-explicit_3_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આત્માની સેવા-1	
figs-explicit_3_8__1	Assumed Knowledge and Implicit Information	unable to migrate selection, no match found for check in new resources	આત્માની-1	
